departamento,año,codigo_establecimiento,codigo_departamento,codigo_distrito,distrito,codigo_zona,zona,codigo_barrio_localidad,localidad,codigo_institucion,institucion,sector,anho_cod_geo,primer_grado_hombre,primer_grado_mujer,segundo_grado_hombre,segundo_grado_mujer,tercer_grado_hombre,tercer_grado_mujer,cuarto_grado_hombre,cuarto_grado_mujer,quinto_grado_hombre,quinto_grado_mujer,sexto_grado_hombre,sexto_grado_mujer,septimo_grado_hombre,septimo_grado_mujer,octavo_grado_hombre,octavo_grado_mujer,noveno_grado_hombre,noveno_grado_mujer,total_matriculados_hombre,total_matriculados_mujer
Alto Paraná,2020,1001190,10,1,Ciudad del Este,1,Urbana,7326,BOQUERON,6684,ESCUELA BÁSICA N° 6209 NIÑO SALVADOR,Oficial,,10,3,9,7,7,9,8,7,8,8,8,6,9,10,5,5,3,4,67,59
Alto Paraná,2020,1001182,10,1,Ciudad del Este,1,Urbana,7326,BOQUERON,6675,ESCUELA BÁSICA N° 6995  INSTITUTO CRISTIANO INTERACTIVO,Privado,,25,31,19,37,24,29,20,26,27,27,28,25,13,18,27,23,20,18,203,234
Alto Paraná,2020,1001048,10,1,Ciudad del Este,1,Urbana,7326,BOQUERON,6480,ESCUELA BÁSICA N° 7147 DEL SOL,Privado,,5,11,12,6,10,5,6,7,5,10,7,6,6,12,5,6,6,7,62,70
Alto Paraná,2020,1001348,10,1,Ciudad del Este,1,Urbana,7326,BOQUERON,16657,ESCUELA BÁSICA N° 7840 ALDEA DE LOS NIÑOS,Privado,,6,5,7,4,3,3,7,3,3,4,10,6,1,3,0,0,1,2,38,30
Alto Paraná,2020,1001365,10,1,Ciudad del Este,1,Urbana,7326,BOQUERON,17162,ESCUELA BÁSICA N° 8112 GIMNASIO DEL SABER,Privado,,15,15,11,13,14,5,8,8,10,7,10,10,9,6,11,8,9,12,97,84
Alto Paraná,2020,1001001,10,1,Ciudad del Este,1,Urbana,7362,CAROLINA - LAS MERCEDES - MBURUCUYA,6433,ESCUELA BÁSICA N° 4630 INMACULADA CONCEPCIÓN,Privado,,7,6,10,5,5,6,9,5,3,1,3,0,0,0,0,0,0,0,37,23
Alto Paraná,2020,1001046,10,1,Ciudad del Este,1,Urbana,7362,CAROLINA - LAS MERCEDES - MBURUCUYA,11042,ESCUELA BÁSICA N° 5402 SAN FRANCISCO DE ASÍS,Privado,,17,18,20,21,9,7,7,13,10,10,10,10,13,11,13,14,11,15,110,119
Alto Paraná,2020,1001223,10,1,Ciudad del Este,1,Urbana,7348,CHE LA REINA,6718,ESCUELA BÁSICA N° 4707 PROFESOR DOCTOR LUIS MARÍA ARGAÑA,Oficial,,24,28,21,23,21,16,20,25,18,17,18,11,0,0,0,0,0,0,122,120
Alto Paraná,2020,1001041,10,1,Ciudad del Este,1,Urbana,7348,CHE LA REINA,6473,ESCUELA BÁSICA N° 5423 SAN DIONISIO,Oficial,,20,13,21,18,15,18,24,17,17,13,21,19,23,25,16,23,11,20,168,166
Alto Paraná,2020,1001079,10,1,Ciudad del Este,1,Urbana,7332,CIUDAD NUEVA,6572,COLEGIO NACIONAL CIUDAD NUEVA,Oficial,,0,0,0,0,0,0,0,0,0,0,0,0,39,42,35,48,35,49,109,139
Alto Paraná,2020,1703700,10,1,Ciudad del Este,1,Urbana,7332,CIUDAD NUEVA,6609,COLEGIO NACIONAL DEFENSORES DEL CHACO,Oficial,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,16,7,28,16
Alto Paraná,2020,1001079,10,1,Ciudad del Este,1,Urbana,7332,CIUDAD NUEVA,6511,ESCUELA BÁSICA N° 1533 CIUDAD NUEVA,Oficial,,54,48,55,46,47,35,34,35,37,32,35,48,25,21,16,23,26,16,329,304
Alto Paraná,2020,1001077,10,1,Ciudad del Este,1,Urbana,7327,CIUDAD NUEVA,6509,ESCUELA BÁSICA N° 1534 DEFENSORES DEL CHACO,Oficial,,84,68,80,72,71,64,61,64,61,75,67,49,71,67,83,50,62,62,640,571
Alto Paraná,2020,1001075,10,1,Ciudad del Este,1,Urbana,7327,CIUDAD NUEVA,6507,ESCUELA BÁSICA N° 2983 NIÑOS MÁRTIRES DE ACOSTA ÑÚ,Oficial,,33,20,27,17,23,10,26,21,9,20,16,12,13,18,18,23,12,13,177,154
Alto Paraná,2020,1001092,10,1,Ciudad del Este,1,Urbana,7327,CIUDAD NUEVA,6524,ESCUELA BÁSICA N° 4018 SANTA LUCÍA,Oficial,,21,17,19,12,17,15,8,14,9,18,11,8,15,9,7,10,9,14,116,117
Alto Paraná,2020,1001085,10,1,Ciudad del Este,1,Urbana,7327,CIUDAD NUEVA,6517,ESCUELA BÁSICA N° 5432 SANTA CATALINA,Oficial,,13,7,10,10,8,10,7,14,10,6,5,7,7,13,9,8,3,1,72,76
Alto Paraná,2020,1001093,10,1,Ciudad del Este,1,Urbana,7327,CIUDAD NUEVA,6525,ESCUELA BÁSICA N° 5434 SANTO DOMINGO SAVIO,Privado,,35,18,28,25,24,22,31,22,21,20,14,29,13,16,13,17,22,29,201,198
Alto Paraná,2020,1001164,10,1,Ciudad del Este,1,Urbana,7332,CIUDAD NUEVA,6656,ESCUELA BÁSICA N° 5437 CENTRO EDUCATIVO MUNICIPAL,Oficial,,91,97,105,90,81,86,82,94,90,82,81,83,85,93,67,90,84,83,766,798
Alto Paraná,2020,1001113,10,1,Ciudad del Este,1,Urbana,7327,CIUDAD NUEVA,11043,ESCUELA BÁSICA N° 5439 SANTA CLARA,Privado,,2,1,1,2,1,3,1,2,3,1,0,0,0,0,0,0,0,0,8,9
Alto Paraná,2020,1001080,10,1,Ciudad del Este,1,Urbana,7327,CIUDAD NUEVA,6512,ESCUELA BÁSICA N° 5440 JUANA VIRGINIA SARUBBI DE BARRETO,Oficial,,21,17,16,17,17,10,13,14,12,7,11,9,10,12,13,10,16,4,129,100
Alto Paraná,2020,1001084,10,1,Ciudad del Este,1,Urbana,7327,CIUDAD NUEVA,6516,ESCUELA BÁSICA N° 5442 SAN BLAS,Oficial,,30,16,18,30,26,25,19,20,22,15,28,22,13,18,11,25,10,7,177,178
Alto Paraná,2020,1001086,10,1,Ciudad del Este,1,Urbana,7327,CIUDAD NUEVA,6518,ESCUELA BÁSICA N° 5443 PROFESOR GERARDO AGUINAGALDE CABRAL,Oficial,,19,12,12,10,8,13,12,10,12,11,8,16,0,0,0,0,0,0,71,72
Alto Paraná,2020,1001302,10,1,Ciudad del Este,1,Urbana,7327,CIUDAD NUEVA,12030,ESCUELA BÁSICA N° 6683 EVEREST,Privado,,12,23,12,9,14,20,11,19,14,17,10,15,11,13,11,11,11,17,106,144
Alto Paraná,2020,1001178,10,1,Ciudad del Este,1,Urbana,7327,CIUDAD NUEVA,6672,ESCUELA BÁSICA N° 7417 DOCTOR  REINALDO J. DECOUD LARROSA,Privado,,14,5,7,6,6,3,4,5,7,4,6,2,3,4,1,3,4,2,52,34
Alto Paraná,2020,1001330,10,1,Ciudad del Este,1,Urbana,7327,CIUDAD NUEVA,16003,ESCUELA BÁSICA N° 7515 LEIDY NATALIA OLMEDO AGUINAGALDE,Oficial,,14,10,17,10,9,9,7,12,6,9,7,4,0,0,0,0,0,0,60,54
Alto Paraná,2020,1001244,10,1,Ciudad del Este,1,Urbana,7334,DON BOSCO,10215,ESCUELA BÁSICA N° 15377 NUEVA ESPERANZA,Oficial,,12,12,8,8,14,16,14,12,16,6,17,9,13,10,6,14,7,9,107,96
Alto Paraná,2020,1001043,10,1,Ciudad del Este,1,Urbana,7334,DON BOSCO,6475,ESCUELA BÁSICA N° 5414 SAN ANTONIO DE PADUA,Oficial,,34,26,26,26,31,27,22,34,26,36,20,19,33,23,30,20,30,28,252,239
Alto Paraná,2020,1001032,10,1,Ciudad del Este,1,Urbana,7334,DON BOSCO,6464,ESCUELA BÁSICA N° 5416 SAN ROQUE GONZÁLEZ DE SANTA CRUZ,Oficial,,34,23,35,20,23,22,28,22,26,24,24,21,18,15,26,13,20,18,234,178
Alto Paraná,2020,1001044,10,1,Ciudad del Este,1,Urbana,7334,DON BOSCO,6476,ESCUELA BÁSICA N° 5417  MEDALLA MILAGROSA,Privado,,2,0,4,5,1,0,0,0,1,1,1,0,0,0,0,0,0,0,9,6
Alto Paraná,2020,1001228,10,1,Ciudad del Este,1,Urbana,7334,DON BOSCO,6683,ESCUELA BÁSICA N° 5448 JARDIN DE LA ALEGRÍA,Privado,,2,3,3,4,3,6,2,3,1,2,1,2,0,0,0,0,0,0,12,20
Alto Paraná,2020,1001245,10,1,Ciudad del Este,1,Urbana,7334,DON BOSCO,10216,ESCUELA BÁSICA N° 5972 SAN BLAS,Privado,,10,10,17,16,15,2,11,5,9,11,12,8,11,10,7,1,10,13,102,76
Alto Paraná,2020,1001183,10,1,Ciudad del Este,1,Urbana,7334,DON BOSCO,6676,ESCUELA BÁSICA N° 6707 SAN JOSÉ,Oficial,,24,35,31,28,27,28,28,21,20,21,15,19,14,14,12,11,10,14,181,191
Alto Paraná,2020,1001045,10,1,Ciudad del Este,1,Urbana,7334,DON BOSCO,11069,ESCUELA BÁSICA N° 823 SOLDADO PARAGUAYO,Oficial,,70,82,72,67,68,64,58,57,35,57,57,58,59,60,52,67,55,68,526,580
Alto Paraná,2020,1001006,10,1,Ciudad del Este,1,Urbana,7339,FATIMA,6438,ESCUELA BÁSICA N° 1017 VIRGEN DE FÁTIMA,Oficial,,16,9,20,11,9,13,11,10,7,8,6,8,10,8,13,15,8,6,100,88
Alto Paraná,2020,1001078,10,1,Ciudad del Este,1,Urbana,7339,FATIMA,6510,ESCUELA BÁSICA N° 5435 SAN ESTEBAN,Privado,,6,14,9,8,18,11,8,10,10,5,7,13,10,8,8,8,1,8,77,85
Alto Paraná,2020,1001003,10,1,Ciudad del Este,1,Urbana,7339,FATIMA,6435,ESCUELA BÁSICA N° 5446 FE Y ALEGRÍA,Privado Subvencionado,,34,32,33,35,37,27,28,21,28,32,28,35,28,35,37,34,29,26,282,277
Alto Paraná,2020,1001321,10,1,Ciudad del Este,1,Urbana,7339,FATIMA,13988,ESCUELA BÁSICA N° 7402 HOPE CHRISTIAN SCHOOL,Privado,,5,4,5,3,3,2,0,1,4,1,3,2,3,1,1,4,0,0,24,18
Alto Paraná,2020,1001332,10,1,Ciudad del Este,1,Urbana,7339,FATIMA,16025,ESCUELA BÁSICA N° 7522 LATINOAMERICANO,Privado,,2,9,8,4,1,5,5,3,4,3,7,0,4,3,3,3,5,2,39,32
Alto Paraná,2020,1001246,10,1,Ciudad del Este,1,Urbana,7356,GENERAL BERNARDINO CABALLERO,10217,ESCUELA BÁSICA N° 6210 EL CONQUISTADOR,Privado,,5,5,6,1,2,4,8,4,4,4,2,2,2,1,4,4,1,3,34,28
Alto Paraná,2020,1001322,10,1,Ciudad del Este,1,Urbana,7356,GENERAL BERNARDINO CABALLERO,15357,ESCUELA BÁSICA N° 7406 CENTRO EDUCACIONAL GLOBAL,Privado,,4,3,3,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,9,6
Alto Paraná,2020,1001027,10,1,Ciudad del Este,1,Urbana,7342,JUAN E O'LEARY,6459,ESCUELA BÁSICA N° 354 SAN BLAS,Oficial,,71,58,53,63,52,53,59,51,52,45,64,53,74,66,70,54,47,47,542,490
Alto Paraná,2020,1001106,10,1,Ciudad del Este,1,Urbana,7342,JUAN E O'LEARY,6538,ESCUELA BÁSICA N° 3842 C.E.LIBANES DEL PY,Privado,,4,6,9,12,8,6,9,6,10,6,10,6,6,2,6,14,5,7,67,65
Alto Paraná,2020,1001034,10,1,Ciudad del Este,1,Urbana,7340,LA BLANCA,6466,ESCUELA BÁSICA N° 2972 SAGRADA FAMILIA,Oficial,,50,41,48,51,43,44,30,34,39,42,36,36,52,62,38,59,42,42,378,411
Alto Paraná,2020,1001118,10,1,Ciudad del Este,1,Urbana,7340,LA BLANCA,6550,ESCUELA BÁSICA N° 5421 MARÍA AUXILIADORA,Oficial,,15,18,8,15,16,14,12,16,7,12,12,12,0,0,0,0,0,0,70,87
Alto Paraná,2020,1001143,10,1,Ciudad del Este,1,Urbana,7340,LA BLANCA,6628,ESCUELA BÁSICA N° 5441 SAN MARCOS,Oficial,,25,30,32,32,30,30,25,24,31,30,26,29,22,39,37,21,19,27,247,262
Alto Paraná,2020,1001345,10,1,Ciudad del Este,2,Rural,7340,LA BLANCA,16620,ESCUELA BÁSICA N° 7815,Oficial,,2,2,3,2,2,3,1,2,0,2,3,2,0,0,0,0,0,0,11,13
Alto Paraná,2020,1001018,10,1,Ciudad del Este,1,Urbana,7364,MICROCENTRO,6594,COLEGIO NACIONAL SAN RAFAEL,Oficial,,0,0,0,0,0,0,0,0,0,0,0,0,3,10,4,4,17,15,24,29
Alto Paraná,2020,1001224,10,1,Ciudad del Este,1,Urbana,7364,MICROCENTRO,6719,ESCUELA BÁSICA N° 4738 SAN MIGUEL,Privado Subvencionado,,9,11,7,10,12,3,4,6,6,0,3,4,2,2,1,3,0,0,44,39
Alto Paraná,2020,1001119,10,1,Ciudad del Este,1,Urbana,7364,MICROCENTRO,6551,ESCUELA BÁSICA N° 5409 SANTA CATALINA,Privado,,15,13,7,8,8,7,7,6,5,10,2,5,7,11,3,2,8,1,62,63
Alto Paraná,2020,1001024,10,1,Ciudad del Este,1,Urbana,7364,MICROCENTRO,6456,ESCUELA BÁSICA N° 5424 ADVENTISTA ELLEN WHITE,Privado,,7,5,4,2,7,7,6,7,8,2,5,8,5,2,2,5,6,4,50,42
Alto Paraná,2020,1001185,10,1,Ciudad del Este,1,Urbana,7364,MICROCENTRO,6678,ESCUELA BÁSICA N° 5425 EL REDENTOR,Privado,,5,7,9,7,17,8,5,13,9,10,13,12,10,14,5,8,12,8,85,87
Alto Paraná,2020,1001018,10,1,Ciudad del Este,1,Urbana,7364,MICROCENTRO,6450,ESCUELA BÁSICA N° 974 DOCTOR JOSÉ GASPAR RODRÍGUEZ DE FRANCIA,Oficial,,19,9,19,9,16,12,17,13,12,12,14,17,10,12,10,8,6,5,123,97
Alto Paraná,2020,1001011,10,1,Ciudad del Este,1,Urbana,7336,OBRERO,6588,COLEGIO NACIONAL BERNARDINO CABALLERO,Oficial,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,7,6,16,12
Alto Paraná,2020,1001011,10,1,Ciudad del Este,1,Urbana,7336,OBRERO,6443,ESCUELA BÁSICA N° 670 GENERAL BERNARDINO CABALLERO,Oficial,,51,32,37,41,34,41,26,28,32,29,23,32,30,27,30,27,17,23,280,280
Alto Paraná,2020,1001104,10,1,Ciudad del Este,1,Urbana,7324,PABLO ROJAS,6562,COLEGIO NACIONAL JOSÉ ASUNCIÓN FLORES,Oficial,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,5,7,7
Alto Paraná,2020,1001035,10,1,Ciudad del Este,1,Urbana,7324,PABLO ROJAS,6472,ESCUELA BÁSICA N° 1532 PRIMER INTENDENTE MUNICIPAL,Oficial,,65,65,54,61,75,64,58,56,46,56,47,73,86,59,74,74,73,78,578,586
Alto Paraná,2020,1001104,10,1,Ciudad del Este,1,Urbana,7324,PABLO ROJAS,6536,ESCUELA BÁSICA N° 3743 SAN ANTONIO,Oficial,,37,26,18,20,19,23,28,30,23,18,20,20,21,19,16,20,10,17,192,193
Alto Paraná,2020,1001031,10,1,Ciudad del Este,1,Urbana,7324,PABLO ROJAS,6463,ESCUELA BÁSICA N° 5422 VIRGEN DEL ROSARIO,Privado,,20,16,14,20,12,11,14,10,9,6,10,8,10,6,5,8,10,4,104,89
Alto Paraná,2020,1001159,10,1,Ciudad del Este,1,Urbana,7324,PABLO ROJAS,6651,ESCUELA BÁSICA N° 6548  JARDÍN DE LA PAZ,Privado,,11,14,10,21,11,13,14,10,12,4,7,19,11,8,10,14,8,8,94,111
Alto Paraná,2020,1001320,10,1,Ciudad del Este,1,Urbana,7324,PABLO ROJAS,13934,ESCUELA BÁSICA N° 7351 13 DE MAYO,Oficial,,34,30,27,15,23,18,19,17,19,15,18,21,14,13,14,14,9,8,177,151
Alto Paraná,2020,1001340,10,1,Ciudad del Este,1,Urbana,7324,PABLO ROJAS,16401,ESCUELA BÁSICA N° 7639 BERTONI,Privado,,6,11,9,7,5,1,6,7,13,5,9,7,7,4,4,7,1,5,60,54
Alto Paraná,2020,1001016,10,1,Ciudad del Este,1,Urbana,7330,REMANSITO,6592,COLEGIO NACIONAL SAN ANTONIO,Oficial,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5,0,9,1
Alto Paraná,2020,1001005,10,1,Ciudad del Este,1,Urbana,7330,REMANSITO,6437,ESCUELA BÁSICA N° 1531 SAN FRANCISCO DE ASÍS,Oficial,,35,27,39,56,17,30,36,42,29,18,36,26,19,34,14,26,16,21,241,280
Alto Paraná,2020,1001016,10,1,Ciudad del Este,1,Urbana,7330,REMANSITO,6448,ESCUELA BÁSICA N° 2981 SAN ANTONIO DE PADUA,Oficial,,36,26,39,25,29,25,21,12,38,29,25,36,28,27,24,20,19,19,259,219
Alto Paraná,2020,1001300,10,1,Ciudad del Este,1,Urbana,7353,SAN ALFREDO,15341,ESCUELA BÁSICA N° 7023 PARAGUAYA BRITÁNICA CHRISTOPHER MARLOWE,Privado,,54,53,59,46,45,39,49,35,36,36,29,34,26,24,22,25,26,30,346,322
Alto Paraná,2020,1001020,10,1,Ciudad del Este,1,Urbana,7351,SAN BLAS,6452,ESCUELA BÁSICA N° 2979 SAN AGUSTÍN,Oficial,,17,15,15,21,19,9,11,7,19,8,11,7,10,15,7,13,9,9,118,104
Alto Paraná,2020,1001019,10,1,Ciudad del Este,1,Urbana,7351,SAN BLAS,6451,ESCUELA BÁSICA N° 5420 INMACULADA CONCEPCIÓN,Oficial,,15,5,14,18,22,13,14,5,18,14,15,13,15,18,16,13,7,12,136,111
Alto Paraná,2020,1001326,10,1,Ciudad del Este,1,Urbana,7351,SAN BLAS,6637,ESCUELA BÁSICA N° 6050 SANTA TERESA DE JESÚS,Oficial,,17,18,16,20,15,14,12,18,10,16,16,13,24,10,23,17,12,11,145,137
Alto Paraná,2020,1001065,10,1,Ciudad del Este,1,Urbana,50798,SAN ISIDRO,6497,ESCUELA BÁSICA N° 2973 SAN ISIDRO LABRADOR,Oficial,,27,24,33,24,34,28,30,20,38,22,35,33,29,34,21,23,37,28,284,236
Alto Paraná,2020,1001068,10,1,Ciudad del Este,1,Urbana,50798,SAN ISIDRO,6500,ESCUELA BÁSICA N° 5404 SAGRADA FAMILIA,Privado,,31,35,44,31,33,33,26,21,17,17,24,21,9,17,13,18,7,13,204,206
Alto Paraná,2020,1001076,10,1,Ciudad del Este,1,Urbana,7328,SAN JOSE,6608,COLEGIO NACIONAL SAN ANTONIO,Oficial,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,11,9
Alto Paraná,2020,1001082,10,1,Ciudad del Este,1,Urbana,7328,SAN JOSE,6514,ESCUELA BÁSICA N° 1204 SAN JOSÉ,Privado,,45,41,35,37,42,52,47,29,28,45,35,35,45,49,25,48,32,44,334,380
Alto Paraná,2020,1001076,10,1,Ciudad del Este,1,Urbana,7328,SAN JOSE,6508,ESCUELA BÁSICA N° 2980,Oficial,,6,10,9,13,6,9,12,8,7,8,6,8,3,1,6,4,0,0,55,61
Alto Paraná,2020,1001071,10,1,Ciudad del Este,1,Urbana,7328,SAN JOSE,6503,ESCUELA BÁSICA N° 5453 JOSÉ ASUNCIÓN FLORES,Oficial,,8,21,15,18,17,17,17,18,15,15,15,14,14,17,13,13,7,13,121,146
Alto Paraná,2020,1001239,10,1,Ciudad del Este,1,Urbana,7328,SAN JOSE,10210,ESCUELA BÁSICA N° 5974 DESPERTAR,Privado,,7,6,7,5,6,4,3,4,2,0,0,3,3,3,3,1,3,1,34,27
Alto Paraná,2020,1001236,10,1,Ciudad del Este,1,Urbana,7328,SAN JOSE,6730,ESCUELA BÁSICA N° 6088 SAN LUIS GONZAGA,Privado,,31,24,25,26,21,22,25,25,24,26,15,10,24,17,13,16,29,27,207,193
Alto Paraná,2020,1001142,10,1,Ciudad del Este,1,Urbana,7328,SAN JOSE,6573,ESCUELA BÁSICA N° 6708 NUESTRA SEÑORA DE LAS MERCEDES,Oficial,,11,14,11,14,8,12,9,6,12,9,9,10,8,5,7,8,0,0,75,78
Alto Paraná,2020,1001307,10,1,Ciudad del Este,1,Urbana,7328,SAN JOSE,12407,ESCUELA BÁSICA N° 7081 VILLARRICA DEL ESPÍRITU SANTO,Oficial,,11,16,21,11,16,11,12,13,11,4,12,8,13,15,7,10,13,13,116,101
Alto Paraná,2020,1001343,10,1,Ciudad del Este,1,Urbana,7328,SAN JOSE,16491,ESCUELA BÁSICA N° 7723 PASITOS,Privado,,5,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3
Alto Paraná,2020,1001094,10,1,Ciudad del Este,1,Urbana,7345,SAN JUAN - 7 A 9 ACARAY,6574,COLEGIO NACIONAL SAN JUAN,Oficial,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,11,8
Alto Paraná,2020,1001096,10,1,Ciudad del Este,1,Urbana,7345,SAN JUAN - 7 A 9 ACARAY,6528,ESCUELA BÁSICA N° 2975 AUGUSTO ROA BASTOS,Oficial,,30,25,29,35,24,23,30,20,17,17,18,26,6,6,8,3,0,0,162,155
Alto Paraná,2020,1001094,10,1,Ciudad del Este,1,Urbana,7345,SAN JUAN - 7 A 9 ACARAY,6526,ESCUELA BÁSICA N° 3053 SAN CARLOS,Oficial,,33,32,30,35,33,24,29,23,29,27,27,27,28,22,22,15,22,23,253,228
Alto Paraná,2020,1001098,10,1,Ciudad del Este,1,Urbana,7345,SAN JUAN - 7 A 9 ACARAY,6530,ESCUELA BÁSICA N° 5449 VIRGEN MEDALLA MILAGROSA,Oficial,,46,52,60,60,73,43,49,52,42,59,29,43,42,38,43,46,39,37,423,430
Alto Paraná,2020,1001095,10,1,Ciudad del Este,1,Urbana,7345,SAN JUAN - 7 A 9 ACARAY,6527,ESCUELA BÁSICA N° 5450,Oficial,,32,17,22,17,38,26,22,25,30,23,28,24,31,25,23,30,15,27,241,214
Alto Paraná,2020,1001099,10,1,Ciudad del Este,1,Urbana,7345,SAN JUAN - 7 A 9 ACARAY,6531,ESCUELA BÁSICA N° 5451 REPÚBLICA ORIENTAL DEL URUGUAY,Oficial,,17,9,11,14,11,13,8,10,19,10,10,9,8,7,12,6,6,4,102,82
Alto Paraná,2020,1001102,10,1,Ciudad del Este,1,Urbana,7345,SAN JUAN - 7 A 9 ACARAY,6534,ESCUELA BÁSICA N° 5456 VIRGEN STELLA MARYS,Privado Subvencionado,,5,4,12,5,4,10,4,3,3,1,2,5,0,0,0,0,0,0,30,28
Alto Paraná,2020,1001188,10,1,Ciudad del Este,1,Urbana,7345,SAN JUAN - 7 A 9 ACARAY,6681,ESCUELA BÁSICA N° 6711 MADRE TERESA DE CALCUTA,Oficial,,8,6,11,5,8,7,13,5,6,3,5,5,0,0,0,0,0,0,51,31
Alto Paraná,2020,1001187,10,1,Ciudad del Este,1,Urbana,7345,SAN JUAN - 7 A 9 ACARAY,6680,ESCUELA BÁSICA N° 6924 MARÍA AUXILIADORA,Oficial,,21,23,29,16,16,10,11,17,10,12,11,6,15,11,15,7,4,5,132,107
Alto Paraná,2020,1001097,10,1,Ciudad del Este,1,Urbana,7355,SAN JUAN - JARDIN DEL ESTE - 7 A 9 ACARAY,6529,ESCUELA BÁSICA N° 3406 MUJER PARAGUAYA,Oficial,,45,46,39,48,42,36,36,42,41,31,38,36,41,50,46,56,61,43,389,388
Alto Paraná,2020,1001101,10,1,Ciudad del Este,1,Urbana,7355,SAN JUAN - JARDIN DEL ESTE - 7 A 9 ACARAY,6533,ESCUELA BÁSICA N° 4019 ESPÍRITU SANTO,Oficial,,18,17,21,19,19,16,20,14,9,16,18,16,10,12,8,11,8,8,131,129
Alto Paraná,2020,1001054,10,1,Ciudad del Este,1,Urbana,7359,SAN LUCAS,6486,ESCUELA BÁSICA N° 1530 GENERAL EUGENIO ALEJANDRINO GARAY,Oficial,,17,21,11,8,12,14,19,15,12,10,17,15,15,12,16,10,21,12,140,117
Alto Paraná,2020,1001314,10,1,Ciudad del Este,1,Urbana,7359,SAN LUCAS,13438,ESCUELA BÁSICA N° 4036 SANTO DOMINGO,Privado Subvencionado,,4,0,4,1,4,2,3,4,1,2,2,1,0,0,0,0,0,0,18,10
Alto Paraná,2020,1001347,10,1,Ciudad del Este,1,Urbana,7359,SAN LUCAS,16647,ESCUELA BÁSICA N° 7829 DEL REY,Privado,,10,5,4,9,8,9,6,7,9,6,5,4,4,4,6,1,0,0,52,45
Alto Paraná,2020,1001333,10,1,Ciudad del Este,1,Urbana,7346,SAN MIGUEL,16077,ESCUELA BÁSICA N° 7545 NUESTRA SEÑORA DE LOURDES DE FE Y ALEGRÍA,Privado Subvencionado,,12,13,17,13,16,15,13,9,18,17,10,18,16,15,16,15,16,12,134,127
Alto Paraná,2020,1001015,10,1,Ciudad del Este,1,Urbana,7358,SAN MIGUEL - AREA 2,6447,ESCUELA BÁSICA N° 2982 SAN MIGUEL,Oficial,,12,12,17,16,20,19,16,14,19,14,16,18,12,19,8,13,13,7,133,132
Alto Paraná,2020,1001186,10,1,Ciudad del Este,1,Urbana,7358,SAN MIGUEL - AREA 2,6679,ESCUELA BÁSICA N° 4631 SANTA ELENA,Privado,,8,8,10,4,10,11,5,7,8,10,12,7,7,6,11,1,7,7,78,61
Alto Paraná,2020,1001211,10,1,Ciudad del Este,1,Urbana,7358,SAN MIGUEL - AREA 2,6706,ESCUELA BÁSICA N° 7449 NIÑO FELIZ,Privado Subvencionado,,10,3,9,4,4,3,2,2,2,1,8,6,0,0,0,0,0,0,35,19
Alto Paraná,2020,1001327,10,1,Ciudad del Este,1,Urbana,7358,SAN MIGUEL - AREA 2,6667,ESCUELA BÁSICA N° 7502 MANUEL ORTÍZ GUERRERO,Privado,,42,35,43,39,43,25,25,22,29,22,25,13,23,18,23,19,17,21,270,214
Alto Paraná,2020,1001004,10,1,Ciudad del Este,1,Urbana,7344,SAN ROQUE,6436,ESCUELA BÁSICA N° 2976 SAN ROQUE,Oficial,,20,9,17,15,12,11,17,12,14,9,11,14,12,7,13,19,12,9,128,105
Alto Paraná,2020,1001269,10,1,Ciudad del Este,1,Urbana,7344,SAN ROQUE,11152,ESCUELA BÁSICA N° 6212 SANTA CECILIA,Privado,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1
Alto Paraná,2020,1001055,10,1,Ciudad del Este,1,Urbana,7338,SANTA ANA,6580,COLEGIO NACIONAL SANTA ANA,Oficial,,0,0,0,0,0,0,0,0,0,0,0,0,7,18,10,7,10,18,27,43
Alto Paraná,2020,1001055,10,1,Ciudad del Este,1,Urbana,7338,SANTA ANA,6487,ESCUELA BÁSICA N° 2978 SANTA ANA,Oficial,,50,48,53,54,51,53,44,39,57,39,37,44,27,35,24,32,39,30,382,374
Alto Paraná,2020,1001058,10,1,Ciudad del Este,1,Urbana,7338,SANTA ANA,6490,ESCUELA BÁSICA N° 5427 PAZ Y ESPERANZA,Oficial,,15,17,12,13,7,10,11,9,9,10,13,10,4,9,11,7,11,5,93,90
Alto Paraná,2020,1001059,10,1,Ciudad del Este,1,Urbana,7338,SANTA ANA,6491,ESCUELA BÁSICA N° 5431  AGUA Y ARENA,Privado,,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,4,3
Alto Paraná,2020,1001328,10,1,Ciudad del Este,1,Urbana,7338,SANTA ANA,15919,ESCUELA BÁSICA N° 7497 DIVINO NIÑO JESÚS,Privado Subvencionado,,13,9,13,10,14,5,13,8,9,10,9,9,7,3,13,11,4,5,95,70
